activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2018,5493006VSECR4GWFB307,45300,FL,12057,12057011611,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,1,2,1,32,1,2,2,2,135000.0,60.0,4.25,0.197,2,6148.73,NA,3981.98,2591.98,34.8,360,NA,NA,2,2,2,2,235000,1,1,3,5,1,NA,25,43,1,10,1,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,2,1,,,,,10,,,,4161,76.4000000000000057,63900,78,1132,1582,33
2018,5493006VSECR4GWFB307,13820,AL,01073,01073012906,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,265000.0,52.4,4.125,0.386,2,3536.0,NA,1572.0,,5.0,180,NA,NA,2,2,2,2,505000,1,1,3,5,1,NA,197,<20%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,2,1,,,,,10,,,,6177,18.5899999999999999,69400,181,1858,2175,40
2018,5493006VSECR4GWFB307,12060,GA,13223,13223120102,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,135000.0,51.89,4.875,-0.065,2,533.14,NA,0.0,,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,51,42,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,55-64,Yes,No,2,2,1,,,,,10,,,,11924,26.7199999999999989,74400,125,3082,3775,13
2018,5493006VSECR4GWFB307,45300,FL,12103,12103026907,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,1,1,2,2,2,235000.0,90.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,265000,1,2,3,5,1,NA,201,20%-<30%,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,45-54,No,No,2,1,1,,,,,9,,,,6083,14.5,63900,97,1594,2029,37
2018,5493006VSECR4GWFB307,99999,GA,13187,13187960102,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,155000.0,100.0,4.625,-0.015,2,56.54,NA,0.0,,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,47,41,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,65-74,9999,Yes,NA,2,1,1,,,,,10,,,,5712,4.00999999999999979,48900,145,1763,3040,22
2018,5493006VSECR4GWFB307,45300,FL,12057,12057011803,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,9,2,1,1,1,2,2,2,215000.0,80.0,5.25,NA,3,7724.34,NA,4627.0,,658.21,360,NA,NA,2,2,2,2,265000,1,3,3,5,1,NA,36,47,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,55-64,55-64,No,No,2,1,2,,,,,10,,,,7004,70.2600000000000051,63900,57,900,1674,28
2018,5493006VSECR4GWFB307,27260,FL,12031,12031016805,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,255000.0,96.5,4.99,1.146,2,7733.71,NA,102.66,102.66,40.24,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,100,46,3,9,1,,,,,1,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,25-34,No,No,2,1,3,,,,,10,,,,8289,36.509999999999998,69900,164,2218,2457,16
2018,5493006VSECR4GWFB307,47894,VA,51059,51059470400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Sex Not Available,3,0,2,1,1,1,2,2,2,525000.0,41.6,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,1255000,1,3,3,5,1,NA,272,43,2,9,2,,,,,2,,,,,2,2,2,22,,,,2,22,,,,2,2,3,2,2,2,45-54,45-54,No,No,2,1,1,,,,,9,,,,4524,18.0599999999999987,114900,201,1419,1716,45
2018,5493006VSECR4GWFB307,99999,AL,01121,01121011300,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,4,1,1,2,2,2,115000.0,98.01,5.0,1.004,2,1156.56,NA,0.0,,,360,NA,NA,2,2,2,2,115000,1,1,3,5,1,NA,33,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,1,4,,,,,10,,,,5731,41.0200000000000031,48500,63,1315,2461,43
2018,5493006VSECR4GWFB307,31140,IN,18019,18019050604,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,75000.0,55.88,4.875,0.51,2,1308.99,NA,183.92,183.92,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,31,30%-<36%,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,65-74,9999,Yes,NA,2,1,1,,,,,10,,,,5789,22.25,70400,99,1923,2431,42
2018,5493006VSECR4GWFB307,13820,AL,01073,01073010704,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,32,1,2,2,2,235000.0,75.41,4.25,0.557,2,6334.53,NA,341.43,,,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,38,46,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,3,,,,,10,,,,4685,24.9299999999999997,69400,163,592,730,50
2018,5493006VSECR4GWFB307,17900,SC,45063,45063020602,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,275000.0,100.0,4.25,-0.39,2,244.88,NA,0.0,,,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,80,36,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,25-34,No,No,2,2,1,,,,,10,,,,3990,21.3299999999999983,68800,96,1160,1562,44
2018,5493006VSECR4GWFB307,99999,TN,47071,47071920500,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Joint,1,71,2,4,1,1,2,2,2,125000.0,94.28,4.75,0.766,2,6680.62,NA,3500.0,,38.5,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,57,40,3,9,2,,,,,2,,,,,2,2,3,,,,,5,,,,,2,2,1,2,2,2,25-34,25-34,No,No,2,2,4,,,,,10,,,,5154,5.42999999999999972,50100,102,1612,2887,25
2018,5493006VSECR4GWFB307,99999,IN,18103,18103952700,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,71,1,3,1,1,2,2,2,145000.0,100.0,4.5,-0.078,2,3485.85,NA,0.0,158.62,,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,55,37,1,10,3,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,7161,8.25,61000,118,2094,2870,43
2018,5493006VSECR4GWFB307,17900,SC,45079,45079010306,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,2,0,2,1,1,1,2,2,2,405000.0,95.0,4.99,0.96,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,425000,1,1,3,5,1,NA,179,49,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,45-54,55-64,No,Yes,2,2,2,,,,,10,,,,9460,15.1999999999999993,68800,162,2847,3437,14
2018,5493006VSECR4GWFB307,99999,AL,01029,01029959600,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,4,1,1,2,2,2,125000.0,101.01,4.375,0.376,2,1282.82,NA,0.0,,55.0,360,NA,NA,2,2,2,2,125000,1,1,3,5,1,NA,41,40,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,2,4,,,,,10,,,,3805,15.1400000000000006,48500,90,958,1678,39
2018,5493006VSECR4GWFB307,29180,LA,22055,22055001410,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,265000.0,96.5,4.5,0.897,2,7531.65,NA,0.0,589.44,,360,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,150,43,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,1,3,,,,,10,,,,14245,13.8800000000000008,64800,148,4163,5041,17
2018,5493006VSECR4GWFB307,19124,TX,48085,48085030526,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Male,1,3,2,1,1,1,2,2,2,275000.0,95.0,4.125,0.159,2,2363.29,NA,0.0,5247.0,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,58,47,3,10,2,,,,,5,,,,,2,4,2,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,2,2,,,,,10,,,,9543,27.0700000000000003,77200,186,2046,2374,9
2018,5493006VSECR4GWFB307,26620,AL,01089,01089010301,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,1,3,1,1,2,2,2,155000.0,100.0,4.5,-0.008,2,3307.94,NA,0.0,,100.0,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,34,36,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,1,1,2,,,,,10,,,,7793,10.7100000000000009,78700,83,2497,3204,26
2018,5493006VSECR4GWFB307,31140,IN,18019,18019050804,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,155000.0,57.69,4.875,1.103,2,5533.68,NA,4125.0,,1939.5,240,NA,NA,2,2,2,2,265000,1,1,3,5,1,NA,69,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,3948,1.89999999999999991,70400,97,1242,1706,26
2018,5493006VSECR4GWFB307,38940,FL,12111,12111380500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,145000.0,96.5,5.0,1.617,2,3960.46,NA,0.0,,0.07,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,33,50%-60%,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,25-34,9999,No,NA,2,1,3,,,,,10,,,,5909,64.4300000000000068,60500,48,1001,2166,47
2018,5493006VSECR4GWFB307,26620,AL,01089,01089000301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,2,1,1,2,2,2,95000.0,96.5,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,55,49,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,1,3,,,,,9,,,,3965,81.5100000000000051,78700,50,985,1671,50
2018,5493006VSECR4GWFB307,13820,AL,01073,01073010706,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,1,2,1,32,1,2,2,2,215000.0,63.24,4.75,0.374,2,2527.8,NA,638.5,,,360,NA,NA,2,2,2,2,345000,1,1,3,5,1,NA,48,30%-<36%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,5721,38.2100000000000009,69400,80,708,891,33
2018,5493006VSECR4GWFB307,13820,AL,01073,01073012907,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,165000.0,96.5,5.0,1.56,2,2989.22,NA,0.0,,13.41,360,NA,NA,2,2,2,2,175000,1,1,3,5,1,NA,62,39,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,<25,<25,No,No,2,1,3,,,,,10,,,,4482,27.3299999999999983,69400,123,1514,1955,36
2018,5493006VSECR4GWFB307,35840,FL,12081,12081000603,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,215000.0,96.5,4.5,1.055,2,4159.59,NA,0.0,,0.59,360,NA,NA,2,2,2,2,215000,1,1,3,5,1,NA,50,>60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,3,,,,,10,,,,3395,26.5100000000000016,70300,88,807,1596,51
2018,5493006VSECR4GWFB307,28940,TN,47093,47093004100,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,3,1,1,2,2,2,105000.0,76.92,4.75,0.086,2,2734.8,NA,1000.0,,12.5,360,NA,NA,2,2,2,2,135000,1,1,3,5,1,NA,27,36,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,2,1,,,,,10,,,,4381,10.8900000000000006,64100,85,1194,1717,55
2018,5493006VSECR4GWFB307,99999,LA,22061,22061960700,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,1,2,1,31,1,2,2,2,275000.0,69.9,4.5,0.213,2,6337.53,NA,3855.0,,27.35,360,NA,NA,2,2,2,2,395000,1,1,3,5,1,NA,93,20%-<30%,2,9,2,,,,,2,,,,,1,1,5,,,,,5,,,,,1,1,1,2,1,1,25-34,25-34,No,No,2,2,1,,,,,10,,,,5820,13.9000000000000004,49500,155,1944,2548,26
2018,5493006VSECR4GWFB307,19300,AL,01003,01003010500,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,165000.0,100.0,4.625,-0.011,2,550.0,NA,0.0,,,360,NA,NA,2,2,2,2,165000,1,1,3,5,1,NA,42,37,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,65-74,9999,Yes,NA,2,2,1,,,,,10,,,,5321,17.1000000000000014,69400,95,1219,1985,40
2018,5493006VSECR4GWFB307,43340,LA,22015,22015011110,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,3,2,1,1,1,2,2,2,175000.0,80.0,4.5,0.235,3,4918.74,NA,2835.0,,,360,NA,NA,2,2,2,2,225000,1,2,3,5,1,NA,95,30%-<36%,1,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,2,5,1,4,55-64,9999,No,NA,2,2,2,,,,,10,,,,8517,17.8299999999999983,59900,160,2271,2866,21
2018,5493006VSECR4GWFB307,17980,AL,01113,01113030600,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,3,1,1,2,2,2,155000.0,100.0,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,131,<20%,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,2,5,2,4,45-54,9999,No,NA,2,1,1,,,,,9,,,,8111,75.1700000000000017,56000,60,1325,2891,32
2018,5493006VSECR4GWFB307,45300,FL,12057,12057014106,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,3,1,1,2,2,2,195000.0,100.0,4.5,0.139,2,6252.68,NA,0.0,,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,62,39,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,No,NA,2,1,1,,,,,10,,,,3057,22.7300000000000004,63900,79,950,1446,34
2018,5493006VSECR4GWFB307,13820,AL,01117,01117030344,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,1,2,1,1,1,2,2,2,155000.0,97.0,4.625,0.852,2,4615.13,NA,4134.63,,,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,69,20%-<30%,1,10,2,,,,,5,,,,,1,4,3,,,,,8,,,,,1,4,2,5,1,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,3090,19.7699999999999996,69400,128,853,1017,15
2018,5493006VSECR4GWFB307,19740,CO,08059,08059012060,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,1,1,2,2,2,235000.0,95.0,5.625,1.202,2,434.16,NA,434.16,,434.16,360,NA,NA,2,2,2,2,245000,1,1,3,5,1,NA,138,42,3,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,1,2,2,25-34,65-74,No,Yes,2,1,2,,,,,10,,,,3135,14.8300000000000001,89900,94,1149,1148,30
2018,5493006VSECR4GWFB307,35380,LA,22103,22103041211,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,265000.0,69.15,4.5,0.182,2,6042.35,NA,4106.0,,,360,NA,NA,2,2,2,2,385000,1,1,3,5,1,NA,77,42,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,6268,8.3100000000000005,65700,172,1859,2254,19
2018,5493006VSECR4GWFB307,19300,AL,01003,01003010400,C,FSA/RHS:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,4,1,1,2,2,2,155000.0,100.34,4.25,0.327,2,3299.12,NA,1299.07,188.13,6.5,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,55,39,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,35-44,9999,No,NA,2,2,4,,,,,10,,,,4537,11.2599999999999998,69400,92,1392,2017,24
2018,5493006VSECR4GWFB307,17300,KY,21047,21047200500,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,145000.0,100.0,5.5,1.06,2,3240.24,NA,0.0,,,360,NA,NA,2,2,2,2,145000,1,1,3,5,1,NA,55,20%-<30%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,35-44,9999,No,NA,2,2,1,,,,,10,,,,4434,25.5500000000000007,55400,87,821,1744,43
2018,5493006VSECR4GWFB307,19740,CO,08001,08001008606,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,3,2,1,32,1,2,2,2,185000.0,74.8,4.875,0.427,2,4889.3,NA,2745.0,,1995.29,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,51,40,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,6745,70.8400000000000034,89900,61,1042,1648,41
2018,5493006VSECR4GWFB307,31140,KY,21111,21111011301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,65000.0,96.5,5.0,1.586,2,4135.06,NA,1522.09,62.09,179.95,360,NA,NA,2,2,2,2,65000,1,1,3,5,1,NA,16,42,1,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,2,5,2,4,25-34,9999,No,NA,2,2,3,,,,,10,,,,2424,70.8700000000000045,70400,61,575,971,52
2018,5493006VSECR4GWFB307,19460,AL,01103,01103005107,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,1,1,2,2,2,165000.0,90.0,5.125,0.685,2,833.5,NA,0.0,1761.57,6.95,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,87,20%-<30%,2,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,45-54,9999,No,NA,2,1,1,,,,,10,,,,4883,9.58000000000000007,58700,150,1465,1839,29
2018,5493006VSECR4GWFB307,19460,AL,01103,01103005404,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,2,1,1,2,2,2,185000.0,96.5,4.25,0.803,2,3737.51,NA,0.0,682.81,,360,NA,NA,2,2,2,2,195000,1,1,3,5,1,NA,44,39,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,3,,,,,10,,,,4980,6.70999999999999996,58700,139,1730,2065,28
2018,5493006VSECR4GWFB307,25060,MS,28059,28059040700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,71,2,2,1,1,2,2,2,265000.0,95.0,4.375,0.815,2,9604.38,NA,2795.0,,18.1,360,NA,NA,2,2,2,2,275000,1,1,3,5,1,NA,151,41,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,2,2,2,35-44,25-34,No,No,2,2,3,,,,,10,,,,8910,26.870000000000001,55100,142,2209,3298,25
2018,5493006VSECR4GWFB307,19740,CO,08001,08001008308,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Female,3,0,2,1,32,1,2,2,2,295000.0,78.44,NA,NA,3,NA,NA,NA,NA,NA,360,NA,NA,2,2,2,2,375000,1,1,3,5,1,NA,64,40,3,10,2,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,2,5,2,4,55-64,9999,Yes,NA,2,2,1,,,,,9,,,,5545,75.4599999999999937,89900,45,962,1441,37
2018,5493006VSECR4GWFB307,17980,GA,13215,13215010107,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Male,1,71,1,3,1,1,2,2,2,195000.0,100.0,4.25,-0.21,2,4047.38,NA,0.0,1999.89,,360,NA,NA,2,2,2,2,185000,1,1,3,5,1,NA,90,41,2,10,2,,,,,5,,,,,2,4,3,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,1,1,,,,,10,,,,7755,38.2800000000000011,56000,162,2305,2966,12
2018,5493006VSECR4GWFB307,45300,FL,12101,12101031504,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,1,1,1,2,2,2,265000.0,56.52,4.5,0.232,2,5177.0,NA,5177.0,,,360,NA,NA,2,2,2,2,465000,1,1,3,5,1,NA,92,44,2,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,1,2,2,2,35-44,65-74,No,Yes,2,1,1,,,,,10,,,,1892,9.66999999999999993,63900,173,618,709,26
2018,5493006VSECR4GWFB307,17900,SC,45039,45039960400,C,VA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,71,2,3,1,1,2,2,2,305000.0,100.0,4.375,-0.135,2,642.83,NA,0.0,,9.75,360,NA,NA,2,2,2,2,305000,1,1,3,5,1,NA,65,50%-60%,3,10,2,,,,,5,,,,,2,4,5,,,,,8,,,,,2,4,1,5,2,4,25-34,9999,No,NA,2,2,1,,,,,10,,,,5697,61.7700000000000031,68800,44,1174,2550,44
2018,5493006VSECR4GWFB307,29180,LA,22055,22055001404,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,1,2,1,32,1,2,2,2,225000.0,80.0,4.875,0.512,2,3398.8,NA,700.0,200.0,,360,NA,NA,2,2,2,2,285000,1,1,3,5,1,NA,132,45,3,10,2,,,,,5,,,,,1,4,5,,,,,8,,,,,1,4,1,5,1,4,35-44,9999,No,NA,2,2,1,,,,,10,,,,9263,11.7899999999999991,64800,172,2768,3248,19
2018,5493006VSECR4GWFB307,17900,SC,45063,45063020706,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,71,2,2,1,1,2,2,2,155000.0,96.5,4.75,1.297,2,3153.54,NA,0.0,31.55,0.1,360,NA,NA,2,2,2,2,155000,1,1,3,5,1,NA,55,48,2,10,3,,,,,5,,,,,2,4,6,,,,,8,,,,,2,4,1,5,2,4,<25,9999,No,NA,2,2,3,,,,,10,,,,3416,79.269999999999996,68800,72,869,1231,36
2018,5493006VSECR4GWFB307,31140,IN,18019,18019050306,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Joint,Female,1,71,2,2,1,1,2,2,2,95000.0,96.5,4.875,1.423,2,1828.46,NA,0.0,106.67,7.06,360,NA,NA,2,2,2,2,95000,1,1,3,5,1,NA,66,20%-<30%,3,9,2,,,,,2,,,,,1,1,3,5,,,,5,,,,,1,1,2,2,1,1,<25,55-64,No,No,2,1,3,,,,,10,,,,2598,24.129999999999999,70400,67,533,1121,72
2018,5493006VSECR4GWFB307,35840,FL,12115,12115001201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,71,2,2,1,1,2,2,2,255000.0,96.5,4.5,0.855,2,4800.04,NA,0.0,95.12,,360,NA,NA,2,2,2,2,255000,1,1,3,5,1,NA,75,42,1,9,2,,,,,2,,,,,2,2,5,,,,,5,,,,,2,2,2,1,2,2,25-34,35-44,No,No,2,1,3,,,,,10,,,,7246,18.5100000000000016,70300,113,2085,2833,24
